,Specific Location,Amenities,Bedroom,Bathroom,Toilet,Description,Location,New,Duplex,Lux,Estate,locationbed,estate_price,terraced_price,new_price,value,location_rank,rank,Price
2241, ikeja lagos,6,3,3,3,"A serviced 3 bedroom flat for rent with all rooms ensite, palour with toilet, space for dinning, kitchen with cabinet,gas cooker, washing machine, AC, swimming & a BQ etc pool and parking space in the ... ...",ikeja,0,0,0,1,ikeja3,1500000.0,3260000.0000000005,3000000.0,1,34,6,2500000
2242, adeniyi jones ikeja lagos,11,6,5,6,A Bar and 4 Bedroom Duplex For Rent at Adeniyi Jones IK775 ... ...,ikeja,0,0,0,0,ikeja6,6000000.0,6200000.0,6200000.0,0,56,10,5000000
2243, 0 ikeja gra ikeja lagos,13,7,6,7,"Leasing: Commercial 6 Bedroom detached Duplex on Large Grounds at GRA, Ikeja Features: 2 Living Rooms 6 en-suite Bedrooms 2 Rooms BQ Sited on 3377sqm Needs a lot of renovation 6 month rent moratorium to be granted to accommodate renovations Lease Price:  N12m ... ...",ikeja,1,1,0,1,ikeja7,6800000.0,6800000.0,6800000.0,3,58,10,6800000
2244," shangisha phase 2, magodo, ikeja lagos",9,5,4,5,. ... ...,ikeja,0,0,0,0,ikeja5,5000000.0,5500000.0,5500000.0,0,52,9,3500000
2245, allen allen avenue ikeja lagos,6,3,3,3,"Tastefully finished house all round tiles ,all ensuit wardrobe , very lovely and decent place , serene environment. ... Cheap. Renovated. Security. All Room Ensuit. Big Compound. Security Doors. Parking Space. 24 Hours Security. Street Lights. ...",ikeja,0,0,0,1,ikeja3,1500000.0,3260000.0000000005,3000000.0,1,34,6,2000000
2246, awuse estate opebi ikeja lagos,9,5,4,5,"Letting: Fully furnished 4 Bedroom Apartment at Awuse Estate, Opebi Features: Fully furnished Living and Bedrooms All Bedrooms en-suite Fully serviced with 24 hours Power and Swimming Pool Rental Price: 5m P.A. Agency Commission: 10% of total consideration Legal Fee: 10% ... Furnished. All Room Ensuit. Parking Space. 24 Hours Electricity. Swimming Pool. Pop Ceiling. ...",ikeja,0,0,0,1,ikeja5,5000000.0,5500000.0,5500000.0,1,52,9,5000000
2247, ikeja gra ikeja lagos,7,4,3,4,3 Bedroom Flat for Rent at Ikeja GRA IK815 ... ...,ikeja,0,0,0,1,ikeja4,3000000.0,4000000.0,4000000.0,1,43,8,3500000
2248, at ikeja gra ikeja lagos,5,3,2,3,This is an amazing 2 bedroom serviced flat located in a quiet serenity here in maryland crescent Maryland. Description: • 2 bedroom flat fully serviced • Standard swimming pool • Good road network • Amazing accessibility to all major banks ... Serviced. New. Cctv Cameras. Big Compound. Restaurants Nearby. Security Doors. 24 Hours Security. Drainage System. Street Lights. Church Nearby. Jacuzzi. Mosques Nearby. Security. All Room Ensuit. Supermarket Nearby. Parking Space. 24 Hours Electricity. Swimming Pool. Pop Ceiling. Water Treatment. ...,ikeja,1,0,0,1,ikeja3,1500000.0,3260000.0000000005,3000000.0,2,34,6,3000000
2249," omole phase 2, ikeja lagos",11,6,5,6,5 bedroom fully detached house with ACs in all the rooms and nicely finished for 2.5 million. Omole phase 2. Call for Immediate inspection ... ...,ikeja,0,0,0,0,ikeja6,6000000.0,6200000.0,6200000.0,0,56,10,4700000
2250, ikeja omole omole phase 2 ojodu lagos,8,4,4,4,Direct letting Newly built 10 nos of 3bedrooms in omole phase 2 The owner wants a company that can take all...2m per units ... ...,ikeja,0,0,0,0,ikeja4,3000000.0,4000000.0,4000000.0,0,43,8,2000000
2251, . ikeja gra ikeja lagos,7,4,3,4,"Letting: Fully Furnished 3 Bedroom Flat at GRA, Ikeja Features: Exquisitely finished 3 en-suite Bed Rooms 2 Living Rooms One Room BQ Lush green, well-manicured compound. Fitted Kitchen with Heat Extractor, Gas Hubs, Refrigerator/Freezer, Oven, Microwave Oven and Washing Machine Bathroom finished with ... Serviced. Boys Quater. All Room Ensuit. Gym. Parking Space. Swimming Pool. Pop Ceiling. 24 Hours Security. ...",ikeja,1,1,0,1,ikeja4,3000000.0,4000000.0,4000000.0,3,43,8,4000000
2252, 0 ikeja gra ikeja lagos,11,6,5,6,"For Rent:- Exquisitely Finished 5 Bedroom Detached House with 2 rooms servants quarters on 700sqm of land. Located at Ladoke Akintola street, Gra Ikeja, Lagos. Price:- N15million per annum ... Boys Quater. ...",ikeja,1,1,0,1,ikeja6,6000000.0,6200000.0,6200000.0,3,56,10,6200000
2253, awuse estate off opebi opebi ikeja lagos,7,4,3,4,A lovely apartment for rent in a beautiful Awuse Estate off Opebi ikeja with w bq Rent 3.5m Brokers 10% Legal 10% Security deposit 10% No service charge Call us @ Vicals Property and Real Estate ... Serviced. Renovated. Boys Quater. Governor's Consent. Cctv Cameras. Big Compound. Restaurants Nearby. Security Doors. 24 Hours Security. Security. All Room Ensuit. Supermarket Nearby. Parking Space. 24 Hours Electricity. C Of O. Water Treatment. ...,ikeja,0,0,0,1,ikeja4,3000000.0,4000000.0,4000000.0,1,43,8,3500000
2254, off isaac john street ikeja gra ikeja lagos,9,5,4,5,"Tastefully finished serviced 4 Bedroom Terrace Duplex. Rent: 5,000,000 per annum Term: 3 years Please Note that 3 years Lease prefer. ... ...",ikeja,0,0,0,1,ikeja5,5000000.0,5500000.0,5500000.0,1,52,9,5000000
2255, . ikeja gra ikeja lagos,7,4,3,4,"Letting: Serviced 3 Bedroom Flat at GRA, Ikeja Features: Brand new and well finished 2 en-suite Rooms Fitted Kitchen Bathroom finished with Jacuzzi and nice shower cubicles Spacious Compound Serviced with Swimming Pool, 24 hours security and Generator back-up Rental Price: 4m Agency Fee: ... ...",ikeja,1,1,0,1,ikeja4,3000000.0,4000000.0,4000000.0,3,43,8,4000000
2256, adeniyi jones ikeja lagos,6,3,3,3,2bedroom flat ... Renovated. All Room Ensuit. Big Compound. Parking Space. ...,ikeja,0,0,0,0,ikeja3,1500000.0,3260000.0000000005,3000000.0,0,34,6,1000000
2257, 0 adeniyi jones ikeja lagos,9,5,4,5,"Letting: 4 Bedroom Terraced Duplex at Adeniyi Jones Brand new Apartment All Rooms en-suite One Room BQ Fitted Kitchen with Heat Extractor, Gas Cooker, Oven and Microwave Oven All Rooms fitted with AC Located in a Serviced mini- Estate Off ... Boys Quater. All Room Ensuit. Gym. Parking Space. Swimming Pool. Pop Ceiling. ...",ikeja,0,0,0,0,ikeja5,5000000.0,5500000.0,5500000.0,0,52,9,4000000
2258, .. opebi ikeja lagos,8,4,4,4,3bedroom flat ... Renovated. Boys Quater. All Room Ensuit. Big Compound. Parking Space. Pop Ceiling. ...,ikeja,0,0,0,0,ikeja4,3000000.0,4000000.0,4000000.0,0,43,8,2000000
2259, mobolaji bank anthony way ikeja lagos,9,5,4,5,"A newly built four bedroom duplex in a private estate estate at ikeja. The estate is tarred and serene, has 24 hr security and ample supply of electricity. The sitting is ridiculously large and neatly ... New. Security. All Room Ensuit. Big Compound. Supermarket Nearby. 24 Hours Electricity. 24 Hours Security. Street Lights. ...",ikeja,1,1,0,1,ikeja5,5000000.0,5500000.0,5500000.0,3,52,9,5500000
2260, 1 adeniyi jones ikeja lagos,7,4,3,4,"Letting: Block of Flats Off Adeniyi Jones, Ikeja Features: 7 Flats available One BQ per Flat Master Bedroom en-suite Adequate Parking Space Generator House All Units Letting to Single Corporate Tenant Rental Price: 10.5m P.A (1.5m per Flat) Agency Commission: 10% of total consideration Legal ... All Room Ensuit. ...",ikeja,1,1,0,1,ikeja4,3000000.0,4000000.0,4000000.0,3,43,8,4000000
2261, opebi ikeja lagos,8,4,4,4,3bedroom duplex ... New. All Room Ensuit. Big Compound. Parking Space. 24 Hours Electricity. Pop Ceiling. 24 Hours Security. ...,ikeja,1,1,0,1,ikeja4,3000000.0,4000000.0,4000000.0,3,43,8,4000000
2262, .. awolowo way ikeja lagos,4,2,2,2,"VERY DECENT 2 BEDROOM FLAT OF 2 TOILET & 2 BATHS, FULLY TILED, KITCHEN CABINETS & STORE, GRD FLOOR OFF AWOLOWO WAY, IKEJA Rent: #800,000 P/A ... New. Renovated. Security. Big Compound. Supermarket Nearby. Restaurants Nearby. Security Doors. Parking Space. Drainage System. ...",ikeja,0,0,0,0,ikeja2,950000.0,1540000.0000000002,1300000.0,0,25,5,800000
2263, allen avenue ikeja lagos,10,5,5,5,Duplex ... Renovated. Boys Quater. All Room Ensuit. Big Compound. Parking Space. Pop Ceiling. ...,ikeja,0,0,0,0,ikeja5,5000000.0,5500000.0,5500000.0,0,52,9,3500000
2264, ladipo bateye street ikeja gra ikeja lagos,8,4,4,4,"To Let: A 4 Bedroom Terrace duplex with a Room boysquarter at Oladipo Bateye street, off Sowemimo road, Ikeja GRA, Lagos. All the Rooms are ensuit with Visitors toilet. Well Finished and furnished apartment in a serene ... ...",ikeja,1,1,0,1,ikeja4,3000000.0,4000000.0,4000000.0,3,43,8,4000000
2265, ikeja off awolowo way. awolowo way ikeja lagos,4,2,2,2,"Very clean and lovely 2bedrooms flat at Ikeja off awolowo way, having all round tiles, 2 toilets and baths. (Agt Joe). ... Security. Big Compound. Security Doors. Parking Space. Water Treatment. ...",ikeja,0,0,0,0,ikeja2,950000.0,1540000.0000000002,1300000.0,0,25,5,800000
2266, mangoro ikeja lagos,5,3,2,3,2 bedroom Flat / Apartment for rent Mangoro Ikeja Lagos ... New. Renovated. Security. Supermarket Nearby. Restaurants Nearby. Security Doors. Parking Space. Pop Ceiling. 24 Hours Security. Street Lights. Water Treatment. ...,ikeja,0,0,0,0,ikeja3,1500000.0,3260000.0000000005,3000000.0,0,34,6,1100000
2267," shangisha phase 2, magodo, ikeja lagos",9,5,4,5,. ... ...,ikeja,0,0,0,0,ikeja5,5000000.0,5500000.0,5500000.0,0,52,9,3500000
2268, opebi ikeja lagos,5,3,2,3,Office space ... Renovated. Big Compound. Parking Space. ...,ikeja,0,0,0,0,ikeja3,1500000.0,3260000.0000000005,3000000.0,0,34,6,1200000
2269, at ikeja gra ikeja lagos,7,4,3,4,This is an amazing 6 Unit of 3 bedroom Block of flat located in a quiet serenity here in GRA Ikeja. Description: • 3 bedroom flat • Good road network • Amazing accessibility to all major banks around ... New. Boys Quater. Big Compound. Restaurants Nearby. Security Doors. 24 Hours Security. Drainage System. Street Lights. Church Nearby. Security. All Room Ensuit. Supermarket Nearby. Parking Space. 24 Hours Electricity. Swimming Pool. Pop Ceiling. Water Treatment. ...,ikeja,0,0,0,1,ikeja4,3000000.0,4000000.0,4000000.0,1,43,8,3500000
2270, awuse estate opebi ikeja lagos,6,3,3,3,"Newly and speciously built 4 nos 3 bedrooms flat at Awuse Estate, off salvation bus stop Opebi, Ikeja. With pop, all rooms ensuite ... ...",ikeja,1,0,0,1,ikeja3,1500000.0,3260000.0000000005,3000000.0,2,34,6,3000000
2271, ikeja gra ikeja lagos,11,6,5,6,"Letting: Exquisitely finished 5 Bedroom Semi-detached Duplex at GRA, Ikeja Features: Brand New Beautifully finished 3 Living Rooms (One on each Floor) 1 Room BQ Two units available Fitted Kitchen with Heat Extractor, Gas Hubs, Oven, Microwave Oven, Fridge/Freezer, Washing Machine Rental Price: ... Boys Quater. All Room Ensuit. Parking Space. Pop Ceiling. ...",ikeja,1,1,0,1,ikeja6,6000000.0,6200000.0,6200000.0,3,56,10,6200000
2272, awuse estate opebi ikeja lagos,7,4,3,4,"This is an amazing 3 bedroom serviced duplex located in a quiet serenity at awuse estate, Opebi. Description: • 3 bedroom duplex • Good road network • Amazing accessibility to all major banks around, supermarket and shopping malls, Pharmaceutical ... Serviced. Cheap. Old. Big Compound. Restaurants Nearby. Security Doors. 24 Hours Security. Drainage System. Street Lights. Security. All Room Ensuit. Supermarket Nearby. Parking Space. 24 Hours Electricity. Pop Ceiling. Water Treatment. ...",ikeja,0,0,0,0,ikeja4,3000000.0,4000000.0,4000000.0,0,43,8,2000000
2273, ikeja gra ikeja lagos,7,4,3,4,"Letting: 3 Bedroom Office Flat at GRA, Ikeja Price: N2.5m ... ...",ikeja,0,0,0,0,ikeja4,3000000.0,4000000.0,4000000.0,0,43,8,2500000
2274, - adeniyi jones ikeja lagos,7,6,1,6,"For Lease: Newly Built Office Space at Adeniyi Jones, Ikeja, Lagos. Features: Total space of 450sqm across 3 floors Newly renovated Parking space for 15cars 6 toilets (2 on each floor) Leasing to a single Corporate Tenant Lease Price: ?15,000,000 ... ...",ikeja,1,1,0,1,ikeja6,6000000.0,6200000.0,6200000.0,3,56,10,6200000
2275, opebi ikeja lagos,7,4,3,4,"Modern interior, wardrobe, fitted kitchen cabinets, Borehole, fittings and serene compound. ... ...",ikeja,0,0,0,0,ikeja4,3000000.0,4000000.0,4000000.0,0,43,8,2000000
2276, adeniyi jones ikeja lagos,10,5,5,5,Detached house ... Renovated. Boys Quater. All Room Ensuit. Big Compound. Parking Space. Swimming Pool. Pop Ceiling. 24 Hours Security. ...,ikeja,1,1,0,1,ikeja5,5000000.0,5500000.0,5500000.0,3,52,9,5500000
2277, ikeja gra ikeja lagos,9,5,4,5,"Letting: Spacious 4 Bedroom Terraced Duplex at GRA, Ikeja Features: Beautifully finished Spacious Living Rooms  1 Room BQ Fitted Kitchen with Heat Extractor, Gas Hubs, Oven, Microwave Oven Shower Cubicle Rental Price: 5m P.A ... ...",ikeja,0,0,0,1,ikeja5,5000000.0,5500000.0,5500000.0,1,52,9,5000000
2278, ikeja gra ikeja lagos,9,5,4,5,"Letting: Very Spacious 4 Bedroom Terraced Duplex at GRA, Ikeja Features: Brand New Beautifully finished 3 Living Rooms (One on each Floor) 1 Room BQ Fitted Kitchen with Heat Extractor, Gas Hubs, Oven, Microwave Oven Serviced with dedicated Elevator Located in a mini ... ...",ikeja,1,1,0,1,ikeja5,5000000.0,5500000.0,5500000.0,3,52,9,5500000
2279, allen avenue ikeja lagos,7,4,3,4,etting 6nos of 3 bedroom flats @Off Allen Avenue Ikeja 2.8m per flat ... ...,ikeja,0,0,0,0,ikeja4,3000000.0,4000000.0,4000000.0,0,43,8,2800000
2280, .. awolowo way ikeja lagos,4,2,2,2,2bedroom flat ... Renovated. Big Compound. Parking Space. ...,ikeja,0,0,0,1,ikeja2,950000.0,1540000.0000000002,1300000.0,1,25,5,1000000
2281, 0 ikeja gra ikeja lagos,11,6,5,6,"Letting: 5 Room Detached Duplex on Spacious Grounds at GRA, Ikeja Ground Floor: pen space and one en-suite Room Upper floor: 3 en-suite Rooms 1 Room open space Bungalow 3 Room BQ Adequate Parking space for 20 Cars Rental Price: 12m ... ...",ikeja,1,1,0,1,ikeja6,6000000.0,6200000.0,6200000.0,3,56,10,6200000
2282, opebi ikeja lagos,10,5,5,5,Detached duplex ... New. Boys Quater. All Room Ensuit. Big Compound. Parking Space. Pop Ceiling. ...,ikeja,1,1,0,1,ikeja5,5000000.0,5500000.0,5500000.0,3,52,9,5500000
2283, opebi ikeja lagos,8,4,4,4,"3 bedrooms flat for office use Location: at Ojolowo Street, Opebi, Ikeja. Rent: 2 Million per annum. ... ...",ikeja,0,0,0,0,ikeja4,3000000.0,4000000.0,4000000.0,0,43,8,2000000
2284, gra ikeja lagos,7,4,3,4,TO LET : 3BEDROOM FLAT FOR RENT AT OMOLE PHASE2 VERY GOOD LOCATION UP STAIRS YEARLY RENT 1.3M ... ...,ikeja,0,0,0,0,ikeja4,3000000.0,4000000.0,4000000.0,0,43,8,2000000
2285, ikeja gra ikeja lagos,9,5,4,5,"Letting:  4 Bedroom Terraced Duplex at GRA, Ikeja Features: Beautifully finished 1 Room BQ Fitted Kitchen with Heat Extractor, Gas Hubs, Oven, Microwave Oven Shower Cubicle Rental Price: 5m P.A ... ...",ikeja,0,0,0,1,ikeja5,5000000.0,5500000.0,5500000.0,1,52,9,5000000
2286, 0 ikeja gra ikeja lagos,10,5,5,5,"Letting: 5 Bedroom Fully detached Duplex at GRA, Ikeja Features: All Rooms en-suite 3 Room BQ Situated on large rounds (1,500 sqm) Adaptable to mixed use (commercial or residential) Rental Price: 14m P.A Agency Commission: 10% Legal Fee: 10% ... ...",ikeja,1,1,0,1,ikeja5,5000000.0,5500000.0,5500000.0,3,52,9,5500000
2287, oregun ikeja lagos,8,4,4,4,4 bedroom Commercial Property for rent Oregun Ikeja Lagos ... Old. Renovated. Security. Supermarket Nearby. Restaurants Nearby. Security Doors. Street Lights. Printing Service. ...,ikeja,0,0,0,0,ikeja4,3000000.0,4000000.0,4000000.0,0,43,8,2000000
2288," along oregun road, ikeja oregun ikeja lagos",10,5,5,5, An open space on three floors measures as follows: Basement 249sqm Ground floor 234sqm First Floor 234sqm totalling 717sqm ... Serviced. Elevator. Front Desk Service. 24 Hours Electricity. Drainage System. ...,ikeja,1,1,0,1,ikeja5,5000000.0,5500000.0,5500000.0,3,52,9,5500000
2289, ikeja gra ikeja lagos,5,3,2,3,"Letting: 2 Bedroom Office Flat at GRA, Ikeja Price: 1.5m ... ...",ikeja,0,0,0,1,ikeja3,1500000.0,3260000.0000000005,3000000.0,1,34,6,1500000
2290, 0 ikeja gra ikeja lagos,9,5,4,5,"For Rent: Newly Renovated 12 Nos 4 Bedroom Terraced Houses on 3 floors with a BQ each Location: Ikeja GRA. Rent: N4m net. Service charge: N850,000 excluding diesel and IKEDC. Diesel deposit: N690,000 per quarter. ... Serviced. Renovated. ...",ikeja,0,0,0,0,ikeja5,5000000.0,5500000.0,5500000.0,0,52,9,4000000
2291, - adeniyi jones ikeja lagos,10,5,5,5,"**Excellent* *Brand* *New* *Terrace* *Duplexes* *For* *lease* @ *Adeniyi* *jones* *ikeja** Brand New Fully Furnished and serviced 5 Bedrooms Terrace Duplexes @ Adeniyi jones ikeja #6.5m Service charge per duplex #500,000 Description of property ; ... ...",ikeja,1,1,0,1,ikeja5,5000000.0,5500000.0,5500000.0,3,52,9,5500000
2292, allen avenue ikeja lagos,8,4,4,4,Duplex ... Renovated. Boys Quater. All Room Ensuit. Big Compound. Parking Space. Pop Ceiling. ...,ikeja,0,0,0,0,ikeja4,3000000.0,4000000.0,4000000.0,0,43,8,2800000
2293, opebi ikeja lagos,5,3,2,3,2bedroom flat ... Renovated. Big Compound. Parking Space. Pop Ceiling. ...,ikeja,0,0,0,0,ikeja3,1500000.0,3260000.0000000005,3000000.0,0,34,6,1200000
2294, gra ikeja gra ikeja lagos,7,4,3,4,Lovely and spacious 3bedroom duplex with a room bq swimming pool children playground at Ikeja GRA 4m service charge 1m. ... New. Renovated. Security. All Room Ensuit. Big Compound. Fast Internet. Security Doors. Parking Space. 24 Hours Electricity. Pop Ceiling. 24 Hours Security. Street Lights. ...,ikeja,1,1,0,1,ikeja4,3000000.0,4000000.0,4000000.0,3,43,8,4000000
2295, adeniyi jones ikeja lagos,9,5,4,5,Newly Built 4bedroom fully detached duplex with a room Boys Quarter Price: 3.5m LOCATION: ADENIYI JONES IKEJA ... New. Jacuzzi. Boys Quater. Security. All Room Ensuit. Parking Space. Pop Ceiling. ...,ikeja,0,0,0,0,ikeja5,5000000.0,5500000.0,5500000.0,0,52,9,3500000
2296, ... opebi ikeja lagos,8,4,4,4,4bedroom flat at off Salvation road opebi ikeja ... Renovated. All Room Ensuit. Big Compound. Parking Space. Pop Ceiling. ...,ikeja,0,0,0,0,ikeja4,3000000.0,4000000.0,4000000.0,0,43,8,2000000
2297," unilag estate, gra, magodo ikeja lagos",7,4,3,4,. ... ...,ikeja,0,0,0,0,ikeja4,3000000.0,4000000.0,4000000.0,0,43,8,2000000
2298, opebi ikeja lagos,10,5,5,5,4bedroom terrace duplex ... Renovated. Boys Quater. All Room Ensuit. Big Compound. Parking Space. Pop Ceiling. C Of O. ...,ikeja,1,1,0,1,ikeja5,5000000.0,5500000.0,5500000.0,3,52,9,5500000
2299, adeniyi jones ikeja lagos,6,3,3,3,2bedroom flat ... Renovated. All Room Ensuit. Big Compound. Parking Space. Pop Ceiling. ...,ikeja,0,0,0,0,ikeja3,1500000.0,3260000.0000000005,3000000.0,0,34,6,1000000
2300, coker estate alausa ikeja lagos,6,3,3,3,"3bedroom apartment at Coker Estate Alausa Rent N2m per annum, Legal Fee N200k , Agency Fee N400k, Refundable Deposits N200k, ... ...",ikeja,0,0,0,1,ikeja3,1500000.0,3260000.0000000005,3000000.0,1,34,6,2000000
2301, opebi ikeja lagos,4,2,2,2,3bedroom flat ... Renovated. Big Compound. Parking Space. ...,ikeja,1,1,1,1,ikeja2,950000.0,1540000.0000000002,1300000.0,4,25,5,1600000
2302, shogunle street ikeja gra ikeja lagos,4,2,2,2,Executive miniflat at Ikeja for rent pay and parking apartment Good road network Enough parking space Spacious rooms All room ensuite Constant Water and power Supply ... Renovated. Security. All Room Ensuit. Big Compound. Security Doors. Parking Space. Pop Ceiling. 24 Hours Security. Street Lights. ...,ikeja,0,0,0,0,ikeja2,950000.0,1540000.0000000002,1300000.0,0,25,5,800000
2303, ikeja gra ikeja lagos,11,6,5,6,4 bedroom Flat / Apartment for rent Ikeja GRA Ikeja Lagos ... Serviced. New. Furnished. Renovated. Boys Quater. Cctv Cameras. Big Compound. Restaurants Nearby. Security Doors. 24 Hours Security. Street Lights. Printing Service. Security. All Room Ensuit. Supermarket Nearby. Parking Space. 24 Hours Electricity. Swimming Pool. Pop Ceiling. Children Play Ground. Water Treatment. ...,ikeja,1,1,0,1,ikeja6,6000000.0,6200000.0,6200000.0,3,56,10,6200000
2304, allen avenue ikeja lagos,8,4,4,4,Duplex ... Renovated. Boys Quater. All Room Ensuit. Big Compound. Parking Space. Pop Ceiling. ...,ikeja,0,0,0,0,ikeja4,3000000.0,4000000.0,4000000.0,0,43,8,2500000
2305," shangisha phase 2, gra, magodo ikeja lagos",7,4,3,4,. ... ...,ikeja,0,0,0,0,ikeja4,3000000.0,4000000.0,4000000.0,0,43,8,2500000
2306, ikeja lagos,6,3,3,3,very clean and spacious 3 bedroom flat for rent in Ikeja. all round tiles clean road good environment ... ...,ikeja,0,0,0,1,ikeja3,1500000.0,3260000.0000000005,3000000.0,1,34,6,2500000
2307, mangoro ikeja lagos,3,2,1,2,1 bedroom mini flat Mini flat Flat / Apartment for rent Mangoro Ikeja Lagos ... New. Renovated. Security. Supermarket Nearby. Restaurants Nearby. Security Doors. Parking Space. Pop Ceiling. 24 Hours Security. Street Lights. Water Treatment. ...,ikeja,0,0,0,0,ikeja2,950000.0,1540000.0000000002,1300000.0,0,25,5,800000
2308, airport road airport road(ikeja) ikeja lagos,6,3,3,3,"Newly Built 3 bedroom flat at Airport Road, Ikeja. 1.5m Yearly rent. Total package 1.8m ... New. Swampy. ...",ikeja,0,0,0,1,ikeja3,1500000.0,3260000.0000000005,3000000.0,1,34,6,1500000
2309, toyin street ikeja lagos,2,1,1,1,Mini flat ... Renovated. Big Compound. Parking Space. ...,ikeja,0,0,0,1,ikeja1,500000.0,800000.0,685000.0,1,11,2,650000
2310," olowora isheri, isheri ikeja lagos",5,3,2,3,. ... ...,ikeja,0,0,0,0,ikeja3,1500000.0,3260000.0000000005,3000000.0,0,34,6,1100000
2311, allen avenue ikeja lagos,2,1,1,1,Shop ... Renovated. All Room Ensuit. Big Compound. Parking Space. Pop Ceiling. ...,ikeja,1,1,1,1,ikeja1,500000.0,800000.0,685000.0,4,11,2,1000000
2312, opebi ikeja lagos,11,6,5,6,5bedroom duplex ... Renovated. Boys Quater. All Room Ensuit. Big Compound. Parking Space. Pop Ceiling. ...,ikeja,0,0,0,0,ikeja6,6000000.0,6200000.0,6200000.0,0,56,10,4700000
2313, ikeja gra ikeja lagos,8,4,4,4,Serviced 3bedroom flat ... Renovated. Boys Quater. All Room Ensuit. Big Compound. Parking Space. 24 Hours Electricity. Swimming Pool. Pop Ceiling. 24 Hours Security. Water Treatment. ...,ikeja,1,1,0,1,ikeja4,3000000.0,4000000.0,4000000.0,3,43,8,4000000
2314, obafemi awolowo way ikeja lagos,6,3,3,3,2bedroom flat ... Renovated. All Room Ensuit. Big Compound. Parking Space. Pop Ceiling. ...,ikeja,0,0,0,0,ikeja3,1500000.0,3260000.0000000005,3000000.0,0,34,6,1300000
2315, alausa ikeja lagos,8,4,4,4,3bedroom flat ... New. All Room Ensuit. Big Compound. Parking Space. Pop Ceiling. ...,ikeja,0,0,0,0,ikeja4,3000000.0,4000000.0,4000000.0,0,43,8,2000000
2316," awolowo road ,ikeja awolowo way ikeja lagos",5,3,2,3,"Tastefully finished house , office space on the road very accessible to anywhere good location for business clean compound ... Cheap. Security. All Room Ensuit. Big Compound. Security Doors. Parking Space. 24 Hours Electricity. 24 Hours Security. Street Lights. ...",ikeja,1,1,1,1,ikeja3,1500000.0,3260000.0000000005,3000000.0,4,34,6,3500000
2317, 0 ikeja gra ikeja lagos,9,5,4,5,"Letting: Luxury 4 Bedroom Detached Duplex at GRA, Ikeja Renting in the quiet, serene and exclusive environment of GRA, Ikeja is this newly-built 4 Bedroom detached Duplex with a room service quarters. Following are features: One Storey Building 4 ... ...",ikeja,1,1,0,1,ikeja5,5000000.0,5500000.0,5500000.0,3,52,9,5500000
2318, 0 ikeja gra ikeja lagos,9,5,4,5,"For Rent: 4 Bedroom Semi-Detached Duplex at Ikeja GRA Features: located in a serene environment with good road network spacious sitting room Large compound for parking Vitrified floor tiles Fitted kitchen Laundry room All rooms are en-suite and fitted with wardrobes. Price: N5,500,000 Per ... ...",ikeja,1,1,0,1,ikeja5,5000000.0,5500000.0,5500000.0,3,52,9,5500000
2319, 0 ikeja gra ikeja lagos,5,3,2,3,"Selling: Beautifully Finished and Furnished 2 Bedroom Flat at GRA, Ikeja Features: Exquisitely furnished Living Room with American styled attached Kitchen Fully fitted Kitchen with Heat Extractor, Gas Hub, Oven and Microwave Oven 2 Fully furnished en-suite Bedrooms Located in ... Furnished. All Room Ensuit. Parking Space. Pop Ceiling. ...",ikeja,1,1,1,1,ikeja3,1500000.0,3260000.0000000005,3000000.0,4,34,6,3500000
2320, 0 ikeja gra ikeja lagos,11,6,5,6,"Letting: Spacious 5 Bedroom Bungalow at GRA, Ikeja Features: 5 en-suite rooms Spacious with Garden Swimming Pool Generators Rental Price: 8m P.A (Neg.) Agency Commission: 10% Legal Fee: 10% ... ...",ikeja,1,1,0,1,ikeja6,6000000.0,6200000.0,6200000.0,3,56,10,6200000
2321, 0 ikeja gra ikeja lagos,7,4,3,4,"Letting: Fully furnished 3 Bedroom Flat at GRA, Ikeja Features: 3 en-suite Rooms 1 Room BQ Fitted Kitchen with Gas Cooker, Oven, Microwave Oven, Freezer and Refrigerator Fully Serviced with Generator and 24 Hours Power Rental Price: N12m P.A. (Service Charge ... ...",ikeja,1,1,0,1,ikeja4,3000000.0,4000000.0,4000000.0,3,43,8,4000000
2322," ikeja gra, ikeja lagos",7,4,3,4,"3 bedroom serviced flats with bq , swimming pool ,security ,24 hours electricity etc. Rent 3.5 million per annum and service charge of 2million per annum ... ...",ikeja,0,0,0,1,ikeja4,3000000.0,4000000.0,4000000.0,1,43,8,3500000
2323," salvation road, omega courts, opebi ikeja lagos",6,3,3,3,"RENT TO OWN (R.T.O) SCHEME Massive work ongoing in our Rent To Own (RTO) in Opebi,Ikeja. Join early investors to benefit from this rare investment opportunity in the heart of Lekki. FANTASTIC FEATURES: A/C in Bedrooms & Living ... ...",ikeja,1,0,0,1,ikeja3,1500000.0,3260000.0000000005,3000000.0,2,34,6,3200000
2324, oladipupo kuku allen avenue ikeja lagos,8,4,4,4,"5 bedroom wing of duplex off Allen Avenue, Ikeja. 5 bedrooms, 4 toilets/shower, study, kitchen, store, living/dining, family lounge, lock-up garage with 1 room Bq with a shared kitchenette and shower/toilet. N3.5m per annum ... ...",ikeja,0,0,0,1,ikeja4,3000000.0,4000000.0,4000000.0,1,43,8,3500000
